Comment,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula
CommentSub1,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02
CommentSub2,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo
CommentSub3,0,0,0,0,0,0,0,0,0,45+,45+,45+,45+,45+,45+,45+,45+,70+,70+,70+,70+,70+,70+,70+,70+,70-,70-,70-,70-,70-,70-,70-,70-,70-,45-,45-,45-,45-,45-,45-,45-,45-,45-,45-
Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission
800.57468625,49.6674465434024,50.0929386009879,49.638029808557,49.0974973057724,48.5656322337905,47.7023035959611,46.9624201847152,47.8147175469775,48.5658948832088,46.3039580931307,46.6687781350975,46.9918369195606,47.5229140432877,47.0456800503044,46.7265610071153,46.062320628329,45.8004591583211,45.2509965753156,44.3157019968823,44.3992245118898,44.6311439482157,44.5560262145926,43.5642620112328,44.4359954304466,44.4036895520003,42.5081487003986,42.1561984799266,42.27360276989,41.5563072086147,41.8998526477023,41.6928849061113,41.6240707585265,41.57364207022,41.6978752450583,40.577675476168,40.4329556467053,40.1900049348123,40.1760845156444,40.1818628028462,39.8640570067483,39.8989893793773,39.9333964531697,39.8446209497969,39.7156600854299
803.89522815615,49.2370885258276,49.6452489797447,49.1922772590615,48.6464436361645,48.1095182771425,47.2950870010394,46.5880947862187,47.3474567947298,48.1389425426696,45.8627461488673,46.2182668617039,46.569738363688,47.0718405093797,46.6396547377387,46.287373393584,45.6581260271285,45.3744113200737,44.8485538040482,43.9455797839736,44.0071277889294,44.2309141753694,44.1780044868986,43.1829784067806,44.0400613705285,43.9631263643338,42.1023790039828,41.7503676072184,41.8321616664359,41.1532439801915,41.5646438027905,41.3179118881871,41.2520447249889,41.1127518716679,41.2938865704632,40.1814333756269,40.0910009999244,39.8655949291434,39.7832609751456,39.8329312949345,39.5062949528447,39.5276207966671,39.5921382229146,39.4814597929503,39.3877880485659
807.2148937472,47.2172636856205,47.6511956899465,47.2161553024677,46.6808062396593,46.1994908555505,45.3934192076677,44.7175825802404,45.4571512389544,46.2346820206523,43.9730261973387,44.3529245229651,44.6588382731413,45.1592732666361,44.6956920129723,44.3640083544932,43.7929139350066,43.5316126067311,42.9918300113115,42.1347727383993,42.2578032683615,42.3727980204658,42.3384381427286,41.4367684479157,42.2367439884581,42.1627594130078,40.3175785593634,40.0410369627367,40.100058365624,39.4680028727327,39.8005178185764,39.5672031649094,39.5345058619015,39.3815489868134,39.5225907430087,38.4804334835769,38.3327414284647,38.1711945839422,38.0966558169156,38.132678269382,37.8173432624069,37.8492092780502,37.8505947569913,37.8616785885194,37.7306122806993
810.53367165705,41.5488521907051,41.8307288592525,41.4964629917024,41.0130017965575,40.5901867937365,39.8746756138784,39.328859882964,39.9555372036435,40.6212216996675,38.59968195554,38.8824127958102,39.1864979291522,39.5930836692387,39.1884909965056,38.8835516914407,38.3838612335613,38.1256166493467,37.6580999930288,36.8748245231563,36.9551166651061,37.1296524204794,37.114846777283,36.306230879632,37.0052280728479,36.9035816378263,35.2894818055081,35.010452376037,35.0557234773491,34.4780186687809,34.747936933208,34.554324676024,34.4746019818894,34.4301850523001,34.5238592179083,33.5350130867316,33.470380759701,33.3351369035798,33.212420899394,33.2750601590712,32.9817945342189,32.9684125105606,33.0467115851571,32.9966001774153,32.8619257691094
813.8515505196,34.3667407886316,34.6663923794451,34.3024880108744,33.985312935218,33.572634867168,33.0384606375405,32.4838423422631,33.063577632482,33.5886980616073,31.8357654611568,32.1362932262124,32.3588414837171,32.6287031502976,32.3188295266592,32.0428346403836,31.5775861178049,31.4651437567297,31.0328977972717,30.3766432899055,30.4379754868556,30.5749507267109,30.5650207519665,29.8617448936052,30.4736065727028,30.3325425197175,28.9344604873356,28.7323562954809,28.7367371666917,28.3018626845073,28.4893639723262,28.3117926592516,28.2405304875571,28.1897123815127,28.3331128991437,27.5027917756714,27.4312375458963,27.2662247302924,27.1771470156744,27.2151145661673,26.9773792884654,27.0162230132005,27.0387114854156,26.9505099450397,26.8912221546546
817.16851896875,30.6239051991429,30.8289264414931,30.5471721025908,30.2432371029664,29.8790546330023,29.3685996977356,28.9073019024477,29.3997725182099,29.8361920048501,28.3500877364697,28.5398223072411,28.7250607981365,28.9858334309503,28.6839966019347,28.4708824158076,28.1066999458434,27.8995805328844,27.5261061645096,26.9604993160962,26.980282067551,27.1370453858977,27.0297389461881,26.496803611541,26.9790831129174,26.9206340745281,25.6530392881261,25.4240389531034,25.4069538495742,25.0307818332738,25.2124234602683,25.0409729476596,24.9678367150084,24.9642398511075,25.0358773904667,24.2592545265349,24.2451668095898,24.0704191717387,24.0545330228432,24.0341507940715,23.8549070763443,23.8246334718452,23.8800851236505,23.7679828654064,23.7395076928577
820.4845656384,30.7758741764634,31.0031126236676,30.6582521075854,30.3792845829689,30.0051725052547,29.5306813844666,29.0956028940879,29.5017377340097,30.0221076198837,28.4954840138698,28.6571373807833,28.886223295038,29.1153092092926,28.9050058767174,28.6029450139704,28.2399177385589,28.0216087154318,27.649036193593,27.1012622131374,27.1548387576002,27.2992490987096,27.200101700336,26.6470932299042,27.0981831013867,27.0215132187934,25.7581536674673,25.5450791343165,25.5940370111532,25.1743540795281,25.3775754550766,25.1515686525727,25.1207775350653,25.1059977986618,25.03548613957,24.4316723252511,24.3506916862068,24.2099762791982,24.1936569869193,24.1560918235604,23.9775033420178,23.974116319092,24.0643342933885,23.9159211070031,23.9088391499764
823.79967916245,32.2923804750623,32.5314043967837,32.2342053406751,31.8851545343519,31.5237731288922,30.9625727835809,30.5272077833027,31.0011454270332,31.5468534811219,29.9223760872009,30.0997470132402,30.2894485384158,30.6328082989838,30.2973527686315,30.0611743697878,29.6656466897965,29.4983931784333,29.0930642529746,28.4907619105418,28.551466398598,28.6940587116884,28.637780592553,28.0357944193288,28.5274375387425,28.4202561770182,27.1002497310041,26.9156069131665,26.9715688630933,26.5121750029595,26.6980824976317,26.4717053442554,26.4742346979244,26.4249123013787,26.4663304677087,25.7040465057112,25.6265850495978,25.5219330415425,25.4710297989537,25.4438392470119,25.2490790144982,25.2512921989585,25.281328273778,25.1972272642835,25.1956464182403
827.1138481748,33.913610714162,34.0249653194581,33.84197909672,33.4004678546686,33.1044990353288,32.5265621218766,32.0313271667437,32.5428420349316,33.0755207900909,31.3850146184605,31.6321436986353,31.8743888048936,32.1400769859511,31.7887564622243,31.5689776359819,31.1792365174454,30.9776911938246,30.5895780665936,29.9634526104986,29.961499020932,30.079039993189,30.0503873462122,29.4363090257779,29.9836397026867,29.8849834295735,28.5314714581814,28.3061574615003,28.3462060476156,27.8731117742375,28.041120476965,27.8490175029161,27.8047361394065,27.8066897289731,27.8141784889784,27.0526041562659,27.0021364257954,26.8298949456736,26.7423090134377,26.7553329438817,26.5430428776446,26.5042966845737,26.5352285193782,26.5365309124226,26.4645736967195
830.42706130935,35.8149668414895,36.0567372000196,35.7471368242353,35.3703780155259,34.9805233123962,34.4086692560397,33.8314425250492,34.4194146053077,34.9808591045609,33.1709393372317,33.5164694746309,33.717944773406,34.0523937693725,33.6719412468523,33.4090159819509,32.9647629481519,32.781084634102,32.3687318559424,31.6988264875154,31.6968117345276,31.884519554553,31.8489255851028,31.1672674909139,31.7317341196486,31.7025202013263,30.2099240295678,29.971511592684,30.0490795827124,29.5430407906224,29.7163095475689,29.5423692062932,29.4785686950144,29.4684949300756,29.548749257421,28.7331100895467,28.6327082323238,28.4429856593107,28.4191444156223,28.4083990663543,28.1411085033127,28.1555475663916,28.25997892959,28.1343926600202,28.1024924043808
833.7393072,39.1722114938389,39.4532001508425,39.0834052022427,38.6879396849785,38.2789450842289,37.6257331815897,37.0169244247487,37.6430781604171,38.2355826371604,36.403259073836,36.6852884295692,36.9433817145206,37.2951378851399,36.9458100115564,36.6367224888525,36.1840185414579,35.9880202807085,35.4870972921738,34.7263465208049,34.8304163937691,34.949402948525,34.9063874010331,34.1584719139965,34.8227846030851,34.767627570414,33.2256589526599,32.9668718685554,32.9970521317151,32.4617860851021,32.7094723827571,32.4735806707047,32.5575303682293,32.3722859943528,32.5613462635713,31.6188201140915,31.4838761788144,31.287877918065,31.3007132023973,31.2771240311921,31.050945507283,31.0658621890746,31.080085071713,30.9690772072178,30.9236333626901
837.05057448065,43.2203726262934,43.5374125190326,43.1477625828316,42.705632120168,42.2106616753812,41.4755748492454,40.9029619817469,41.5388390455289,42.2304317367198,40.2541445141796,40.5334415625452,40.7814659684296,41.2753580462343,40.8486841769809,40.5284091832953,39.9946175271527,39.7656442712854,39.2336498934463,38.4518338314193,38.5467301258446,38.7217850326065,38.631921117431,37.8245837034941,38.506471091846,38.4428474399017,36.735073595906,36.5445620957339,36.6275963533561,36.0017840480737,36.2907863992782,36.059296953786,36.0880534066422,35.9802167084316,36.072596813232,35.0765451774265,34.9367169254134,34.8047966979357,34.7598647403479,34.7483621592055,34.4622354532866,34.490632450482,34.8094696215248,34.4615165419652,34.4144278504132
840.3608517852,46.7909986811789,47.1404637657976,46.7088594518882,46.2429060057298,45.7086276552069,44.9316652181433,44.2495362548971,44.9906561191793,45.7694853569087,43.5487392849939,43.9060449324086,44.1972658362575,44.730424106381,44.2670841811546,43.9747431969063,43.3598190576252,43.1018272056257,42.6366204797336,41.7371959190001,41.849203958942,41.9974279317985,41.9511312752892,41.0520800746888,41.840990036013,41.7816257748438,39.9943508175041,39.7494265701645,39.7415860073685,39.1184479451584,39.5059957633574,39.2386699080294,39.2080543771119,39.1162077843596,39.2592047153521,38.2447852336115,38.1062686242167,37.8818791841998,37.8284886851608,37.8098206785038,37.5663898716967,37.6093262870078,37.6716774292421,37.5185997746549,37.4562486324205
843.67012774755,49.2659005207009,49.6574649169719,49.2084089228357,48.6606849161472,48.2376555237473,47.34537038661,46.6915976892647,47.4417076587084,48.2869895300235,45.941487719821,46.327225264957,46.707135958958,47.2408755229226,46.7588007056882,46.44764685508,45.8008663790967,45.5254505487831,45.062410111923,44.0357189419387,44.1872170714483,44.3554188408782,44.3631879757248,43.3368852624829,44.2765621221847,44.172844171982,42.3133017464372,41.9815596884855,42.1132465241361,41.4439355570975,41.7912158847426,41.5270652999567,41.5161885111714,41.4276203739196,41.4715159858031,40.4160790168863,40.3139148936529,40.0734601701492,40.0109186346337,40.0334491256889,39.7941597724122,39.7689100841606,39.8337823601301,39.8073673016515,39.6655805907002
846.9783910016,50.2976704815733,50.7134797700016,50.2522799939476,49.67355127672,49.2030302398144,48.3961332678255,47.6265213392434,48.4455764775606,49.1669610130404,46.909594798084,47.326619903145,47.686501626463,48.2214609449087,47.8206467282854,47.4011899899587,46.7920658569103,46.5557921579301,46.0143484841093,45.016163028555,45.0939752930562,45.3059326593797,45.3140381035986,44.2797834212703,45.1580083023853,45.195698618003,43.2848401434035,42.9314427754606,43.0250606561886,42.3851358351085,42.6380256947373,42.5010436874384,42.431336867156,42.3681144022488,42.4649744606644,41.3930294627183,41.2499683722551,40.991809973884,41.0140999454859,41.0303108339237,40.7004192542155,40.7178459592861,40.8147060177016,40.7214934091845,40.5443894530021
850.28563018125,49.7974002323701,50.2771260675396,49.7119464239889,49.2601411400726,48.7156903906341,47.8886498194203,47.1309875876842,47.9631046227623,48.6856546461041,46.474008555922,46.9017006364832,47.2012120044727,47.7367789421488,47.3031643204126,47.0099985322534,46.3741714332588,46.0818517224104,45.6156631242121,44.5965630034683,44.7310892958703,44.8914209462489,44.8922670235596,43.8126723751004,44.7903147076197,44.730666257215,42.9187916963409,42.5270579014846,42.6095504392783,41.941572402477,42.36545713514,42.1234790242785,42.1040192461323,42.0304105201009,42.0858285839521,41.0963411690829,40.9470085237436,40.6470741170988,40.6474971557541,40.6644187019682,40.3657534112895,40.4677057272294,40.4698209205061,40.2963750718117,40.2257276163678
853.5918339204,49.5968333391992,50.0425030698039,49.6109815846152,49.0353248492508,48.5379255963438,47.6974313920983,46.9533221097493,47.8150386821189,48.5542845051061,46.4019826711937,46.6738942627829,47.0505912969845,47.6182896443024,47.1412284941809,46.9144144348553,46.1941803166459,45.9602921346123,45.4253116048189,44.4159227209196,44.5565209097413,44.7718395196664,44.6931399045398,43.7080683174493,44.5865859312504,44.5481203890256,42.8136339275551,42.436052628015,42.4665597821933,41.8559745659581,42.1557405157101,42.0301748376429,41.8984193022062,41.8692385460356,41.951033089847,40.8770928362371,40.7926454964102,40.5746740904696,40.5512410589993,40.5211760374903,40.2329055371388,40.2757924060561,40.381462114007,40.2718132120329,40.1183931758029
856.89699085295,50.5776054215842,50.9600769030664,50.5757577332678,50.032537368264,49.4629874447524,48.6015027672591,47.9072338823945,48.7493178325662,49.5964829256079,47.3145878549286,47.6402429206835,47.958969155252,48.5105041176794,48.1284945582762,47.7834387651998,47.0891698803352,46.8531276979229,46.3274603719243,45.4558134086911,45.4530418762166,45.677997928731,45.6539779806185,44.6081863935704,45.4927671750179,45.4359507592905,43.5905720533464,43.3041803643138,43.3360529877707,42.7563407785192,43.0778385455622,42.8468775060198,42.5096743882878,42.6870524666564,42.8057664409812,41.7669036851194,41.6038451912024,41.3761176062136,41.3765795282927,41.4283148011502,41.0938832158927,41.1386896575639,41.1908868525005,41.084644774311,40.9742453974097
860.2010896128,51.6299847469293,52.0558245206587,51.5932910702815,51.0428859205633,50.5779384125118,49.6774949000342,48.9431385555418,49.684254261522,50.6131836545552,48.2107134571887,48.6206204502683,48.9798322321896,49.5997622429249,49.0614273815777,48.7876732413231,48.0793887197121,47.8674344559171,47.3440667521499,46.2852610562446,46.3866514785611,46.5957088731471,46.614055711471,45.581804649982,46.5498417773372,46.4643841356705,44.5790050921182,44.2535901176357,44.2521416830311,43.7244286754504,43.9909406426824,43.8190597362792,43.7186349370324,43.7041505909871,43.6891834334071,42.620721506805,42.5719575417861,42.290478416974,42.2561987980004,42.3015830822754,41.9780993539322,42.0336226804389,41.9317494465875,42.0292773766253,41.8791229892899
863.50411883385,51.3502171855098,51.8126163994831,51.34820237412,50.8011810817725,50.3251818909177,49.4764425929384,48.7012439106891,49.510694386566,50.3166189425108,48.0640598086453,48.410103664854,48.7939252346227,49.3590798294789,48.86998436459,48.5753181988227,47.9542525878978,47.6787271303342,47.0601800336467,46.0643595042075,46.2154703584471,46.3973070863821,46.4255144458402,45.3213978041959,46.2950554083466,46.2602999118715,44.4202734100802,44.0354444346167,44.1427331411268,43.4924527650489,43.8248966443761,43.7271782919678,43.5408082384056,43.5982303630166,43.600748877254,42.4135212657779,42.3989138832014,42.1687216819097,42.0785588722134,42.2075068011646,41.8246926370908,41.8463518595318,41.8307370712604,41.850885185159,41.639833692071
866.80606715,50.8242572272365,51.3253508410702,50.8221562057949,50.3179110597988,49.7648171652843,48.9175802689387,48.1375760587259,49.0194798088587,49.8126154030818,47.6149469751154,47.9379790217691,48.281496027479,48.8141049629374,48.398627972851,48.0724443940348,47.3869861486963,47.1658536419626,46.568113041813,45.6336837556389,45.7818057672753,45.9714229523842,45.9346550771554,44.7927499236183,45.7986139388085,45.8474626873269,43.9948870311515,43.6125011287711,43.6865621345893,42.9422752888846,43.4023989846061,43.2154080762992,43.1156095578208,43.1282156864707,43.3861160684333,42.1291799909659,42.0099470241522,41.6564501665945,41.7231575973669,41.7630770047583,41.4489742992315,41.5282878586538,41.4741865565313,41.3911962095861,41.2562055819601
870.10692319515,50.8938473204608,51.327351356919,50.7931342614857,50.2972319167494,49.799687511269,48.9069538200275,48.1532479384581,48.9737309569566,49.7509730425256,47.6184834894434,47.8762870262765,48.2638133618982,48.8582393512841,48.3858732105474,48.124785552226,47.4301938574464,47.130791448428,46.6064267174596,45.6425370606378,45.8067431350538,45.9452235911446,45.9266135693775,44.8253381636276,45.7848489917983,45.7766386880775,43.9840557090365,43.5757299373221,43.6627591567625,43.0053875055172,43.3961979626273,43.1422259008639,43.13675236505,43.0710699352836,43.1821827123051,42.0694128813462,41.9156065249765,41.7541372184675,41.6857180207942,41.7076121640496,41.4492612736352,41.4727974776348,41.5050913389366,41.4186094730775,41.2680872381962
873.4066756032,50.7036326858958,51.1853081057446,50.6193679552367,50.1650216372233,49.626979944839,48.7188566651004,48.0168403617038,48.7780697190771,49.6890397802569,47.3478467230249,47.7082492534791,48.0498630264215,48.7194260213887,48.197326305075,47.9257433555858,47.2749691181305,46.9122891625233,46.3770942515802,45.4974387862535,45.6272520199716,45.7917959872722,45.8339283526018,44.6986319138565,45.6147261816304,45.5344469449889,43.7722892328943,43.4705304001285,43.4688223312638,42.8157706686556,43.222291058457,42.9786065670914,42.9421677646443,42.8430997704909,42.9996727497562,41.8626682421462,41.7539211910929,41.5244706069332,41.4840463104684,41.547814214751,41.2585812203264,41.221573061591,41.3166555617266,41.2062004418086,41.1008695284847
876.70531300805,49.8308243652068,50.3200667916175,49.8390965801461,49.3037660990735,48.8198415251238,47.9199427142259,47.2552111566027,48.0345719783849,48.8417038074634,46.5822073840401,46.9030511491863,47.3426602859611,47.8035408325799,47.3255249835868,47.0968573277644,46.4214900652192,46.1940041543882,45.7023982379948,44.7682288223483,44.892312046438,45.0205313779973,45.0217131229886,44.013684645384,44.9537627859871,44.9236282887082,42.999156570327,42.7817154919223,42.7586714645913,42.1553906465173,42.5134593788903,42.2499302458237,42.275928635633,42.1199382967774,42.2292497084754,41.1875414986179,41.1491347863996,40.8365632361928,40.7627041742347,40.9246032380469,40.5074472561073,40.5860332980308,40.5996233654311,40.5807154455698,40.4182255092619
880.0028240436,48.938295040389,49.3582624932225,48.9358390903725,48.4127217368431,47.9319695210995,47.1405396282598,46.3724412605776,47.1822907785415,47.9657388338273,45.7946790191795,46.0949189087052,46.3970007607433,46.8648592388998,46.4676093237197,46.2631514848402,45.6276744180527,45.3802374538833,44.8583480753622,43.8544785060892,43.9834158819592,44.1387547205072,44.1178791453664,43.1256753386721,44.0583223574645,44.0159572196787,42.2372354201779,41.8786667177587,41.9983942810665,41.2720470636659,41.5557092905798,41.5139581402981,41.7951644171953,41.3899326644613,41.4482614773548,40.4210603829244,40.3037887696332,40.0342482553147,40.0348622428188,40.147835943581,39.7033089905819,39.72971045326,39.7659357160044,39.6689256903499,39.5774415522327
883.29919734375,47.6994608261169,48.1224574021502,47.6168939268912,47.2472482703576,46.6127534063077,45.9198265828057,45.1024142804712,45.9744477622935,46.6934149155513,44.5390539757542,44.941091261984,45.287872238732,45.7032472548368,45.2808858087975,45.0693875207809,44.3662986173742,44.1332059095601,43.5361837151588,42.7492576525383,42.7683115523596,42.9747288004239,43.0217284199832,41.9953583496082,42.8800944313114,42.7791087622584,41.1334869476905,40.6482476322409,40.8063950007579,40.1693596167318,40.519951373444,40.2824127556716,40.3446554950879,40.2227105362315,40.2830478856657,39.334798804558,39.2592183352668,38.843208189168,38.9695990579827,38.9950042577445,38.6952229005558,38.6996688105141,38.7142768003771,38.5453322219614,38.5192918922056
886.5944215424,45.988993688156,46.4158202303026,45.9270774922273,45.5200114381431,45.063544163903,44.2619270315073,43.6276153647061,44.3422863496275,45.111628018188,42.9840821368092,43.2943217993879,43.6065375107729,44.1795916645809,43.6822860483453,43.4866572165281,42.8879144282391,42.5750400339187,42.0625847101686,41.2109076746817,41.3729436767929,41.4447401167527,41.3986323112739,40.5001887873727,41.3465963593764,41.241865772646,39.5707871655072,39.2691103810888,39.2908469179574,38.6894693979268,39.1242001352983,38.7830023747552,38.7882718382385,38.7329424716639,38.9496491574143,37.906954070658,37.6862952872952,37.5275526998611,37.4689299186094,37.5427024073755,37.279229233211,37.2364148424092,37.2515645499237,37.1712052318035,37.1323429386142
889.88848527345,42.4206088797171,42.6787153293508,42.3441328946405,41.8361138509171,41.5104080930461,40.7162869265806,40.1324747190759,40.8241726912423,41.4619277810778,39.5759753633843,39.8115487102722,40.0368797377301,40.5817711314012,40.1154041866927,39.8265707787694,39.4148295376871,39.1150709890385,38.583836021274,37.8976006194702,37.91808525833,38.1645837459431,38.0430415553749,37.2345811417076,37.9522263230964,37.8682393037712,36.3694465605281,36.0567144072683,36.5462972760178,35.5787395005393,35.8204582390851,35.5773738579486,35.607417994943,35.5254794395038,35.4797304127169,34.6692215351636,34.5265118844402,34.4111150855299,34.3011808569822,34.4391107586383,34.104528323928,34.0232725897841,34.1741760960514,34.0785811147056,34.0137130916495
893.1813771708,35.4704055347321,35.1519459854685,35.3401909634777,34.8773630852145,34.6034878728478,33.9715225895312,33.5320484115474,34.032383747835,34.6296723246761,32.917067637525,33.1612199586271,33.3820185794499,33.704724256037,33.3869723946607,33.1895274741172,32.6990997682512,32.5667621333349,32.169041540699,31.5087687418924,31.52999937851,31.6326141221616,31.6722446438477,30.9999411509578,31.6035989187842,31.5547684545638,30.0396086879561,29.868348219241,29.9553938293731,29.4876121358991,29.7508720299571,29.4352432322424,29.4791198812521,29.305028660988,29.372259010277,28.6850940717548,28.6900478869655,28.4175880503733,28.3928189743195,28.4211264898096,28.1635280988496,28.2194354419426,28.133805207585,28.1111591951929,28.0821439918156
896.47308586835,27.4887892151535,27.5681768621198,27.4461551084493,26.9918813508085,26.8661842431118,26.4743915039167,26.0311438083546,26.4185261227182,26.7743003924563,25.4849862000583,25.7121230788787,25.8885400721373,26.0781883398902,25.827529195302,25.6753695386165,25.3379720390095,25.2269763474177,24.7741727313874,24.2206644150387,24.3353354606567,24.3889956294395,24.4433908690276,23.9038488979785,24.3985515499077,24.3081378408627,23.0915956581839,22.9798648957868,23.0041222323599,22.7034782730151,22.7387616716668,22.6226204844382,22.588807227397,22.5402925542509,22.5571991827715,22.0154519993067,21.941209847977,21.7508265094189,21.6986364822465,21.8074269614226,21.579555011797,21.5582379584449,21.522219488988,21.5516223211977,21.428865496722
899.7636,23.1907435878258,23.369607266724,23.1464098554494,22.8666487166599,22.5433182201901,22.438598886818,21.9501634559807,22.339230176319,22.6541525511312,21.423509290336,21.7284947940983,21.6918048086833,21.9853246920034,21.8622603659239,21.538929869454,21.188081883923,21.1964900055806,20.7669114263464,20.3702009590466,20.3518559663391,20.586518998056,20.4367015576113,19.8343742970482,20.3212809784932,20.2685391244592,19.3749851046643,19.1624889391357,19.3390594939455,19.0126714986911,18.9943265059836,18.8873140485231,18.8108765789085,18.8429803161466,18.970630890403,18.3797692502821,18.2612911723794,18.0770768706082,18.1328762234269,18.1084162331502,18.0090475226512,18.0419156345855,18.0182200190049,17.7873788607688,17.9073856880638
903.05290819965,22.4496846924501,22.5213493105008,22.2888374386031,22.097731790468,21.875571474511,21.4511576809443,21.1859985941569,21.4909713576391,21.8620348244347,20.7663624417936,20.740085415175,21.031521528581,21.2226271767161,21.0227625197082,20.8006022037511,20.5354431169637,20.4295387369555,20.0106988581261,19.7550950537454,19.7359844889319,19.8084453805164,19.7240403859235,19.4405670078564,19.6324689295254,19.5345272848562,18.6753481417822,18.4826499465793,18.5519257440282,18.2119169450546,18.2788039219018,18.1099939327159,17.9157031904452,18.1354746858005,18.1537889770801,17.6672658478696,17.5581763737258,17.4666049173277,17.4960670380819,17.3989216669465,17.3527378019806,17.3869775639381,17.218963848286,17.2078160188115,17.2754992691926
906.3409991012,21.5922324862317,21.4874556507273,21.4691612826234,21.0300964481292,21.5764328046874,20.5494535043079,20.3473838929781,20.5610953749195,20.9336352344903,19.7894056658084,19.9415815459456,20.0513477545692,20.265890798697,19.9074874962974,19.7652903623987,19.5033482736379,19.4975273383321,19.1499343443575,18.853066643762,18.8630453900005,18.8788450715448,18.8655400765601,18.5395676994356,18.7699104251078,18.7125326342364,17.785340796242,17.7038477019608,17.5516718218236,17.4809890359675,17.5658083789948,17.2697722405859,17.351265334867,17.1616691563354,17.3304762802034,16.6278062325754,16.6934996453122,16.6727105906486,16.5987015560464,16.5870596854348,16.5088928398998,16.4548412977746,16.5488078248539,16.4473572380957,16.4731356658785
909.62786133855,19.1447954686815,19.113532970055,19.1100593590965,18.82348645502,18.7218833344838,18.2590246742633,18.1574215537271,18.3024448112446,18.7071204879102,17.559092066125,17.8117972633561,17.8326389291071,18.0723180852438,17.8230864989712,17.8934271208809,17.2447302743805,17.3011764524562,17.016340353859,16.7219518251259,16.7323726580014,16.7957660579941,16.7506091155335,16.5352452361064,16.7288990470429,16.6689792580087,15.6850789540128,15.6468692334693,15.6755265238769,15.4141372992496,15.5027143786914,15.3655067458306,15.278666471868,15.236983140366,15.475793893763,14.7263623294661,14.9043848910893,14.6950998308395,14.6490744856394,14.6681793459112,14.50839324182,14.5144720609974,14.5969703212618,14.5535501842806,14.5492081705824
912.9134835456,17.5513231093514,17.6820476555932,17.5150107353953,17.3624987647799,17.1909227978375,16.9194878025159,17.287150588821,16.964878269961,17.1101277657852,16.2204746038617,16.33758200987,16.5227751170459,16.5609031096998,16.3493835314057,16.2431698375842,16.1042750072023,16.0815797734797,15.6857748973586,15.2309624135589,15.3235589671469,15.340807344776,15.4406663731552,15.0521239718253,15.4016305711524,15.3063105895178,14.473849416575,14.3848841003827,13.6958568045664,14.2886563093991,14.1688254753441,14.0907538713386,14.0653352095693,14.0707820656627,14.1733645220886,13.5369901685086,13.6413882436323,13.4552873271074,13.3908328633354,13.4434858055717,13.358151726775,13.3645063922173,13.4017265755223,13.3073144032365,13.302775356492
916.19785435625,18.0793907645352,18.0793907645352,18.0584727800544,17.7618177274179,17.5307690806529,17.4176218009614,17.1865731541964,17.3282449581799,17.5146051835541,16.685492344134,16.7739183694391,16.8651968471734,17.0591636123589,16.8547378549331,16.5381156352921,16.4268699905534,16.3517554099179,15.9029695610575,15.6491012948589,15.5920522462749,15.8497237823791,15.7147077007304,15.4104461082827,15.6909372638204,15.6595602870993,14.8732342341172,14.6431364048285,14.6231692378242,14.5423497523302,14.4681859891711,14.4206451153511,14.308448653136,14.4681859891711,14.5927430785794,14.0289083150747,13.898646320808,13.8406464547476,13.8758267013744,13.7940563984041,13.5677618390211,13.7969088508333,13.7845482236401,13.6172043477938,13.4926472583855
