[Spectrum]																																																																																																																																				
IDData	00E5_2023-03-10_14-52-09_546_301	00E5_2023-03-10_14-52-12_546_313	00E5_2023-03-10_14-52-14_546_323	00E5_2023-03-10_14-52-16_546_335	00E5_2023-03-10_14-52-18_546_343	00E5_2023-03-10_14-52-20_546_353	00E5_2023-03-10_14-52-22_546_365	00E5_2023-03-10_14-52-24_546_373	00E5_2023-03-10_14-52-26_546_383	00E5_2023-03-10_14-52-28_546_395	00E5_2023-03-10_14-52-30_546_403	00E5_2023-03-10_14-53-31_855_418	00E5_2023-03-10_14-53-34_855_430	00E5_2023-03-10_14-53-36_855_440	00E5_2023-03-10_14-53-38_855_452	00E5_2023-03-10_14-53-40_855_460	00E5_2023-03-10_14-53-42_855_470	00E5_2023-03-10_14-53-44_855_482	00E5_2023-03-10_14-53-47_855_499	00E5_2023-03-10_14-53-50_855_511	00E5_2023-03-10_14-53-52_855_521	00E5_2023-03-10_14-53-54_855_533	00E5_2023-03-10_14-53-57_855_550	00E5_2023-03-10_14-54-00_855_560	00E5_2023-03-10_14-54-02_855_572	00E5_2023-03-10_14-54-04_855_580	00E5_2023-03-10_14-54-06_855_590	00E5_2023-03-10_14-54-08_855_602	00E5_2023-03-10_14-54-11_855_619	00E5_2023-03-10_14-54-42_415_631	00E5_2023-03-10_14-54-45_414_643	00E5_2023-03-10_14-54-48_414_655	00E5_2023-03-10_14-54-50_414_665	00E5_2023-03-10_14-54-52_414_677	00E5_2023-03-10_14-54-54_414_685	00E5_2023-03-10_14-54-56_414_695	00E5_2023-03-10_14-54-58_414_707	00E5_2023-03-10_14-55-01_414_724	00E5_2023-03-10_14-55-04_414_736	00E5_2023-03-10_14-55-06_414_746	00E5_2023-03-10_14-55-08_414_758	00E5_2023-03-10_14-55-11_414_775	00E5_2023-03-10_14-55-14_414_787	00E5_2023-03-10_14-55-16_414_797	00E5_2023-03-10_14-55-55_677_814	00E5_2023-03-10_14-55-58_677_826	00E5_2023-03-10_14-56-00_677_836	00E5_2023-03-10_14-56-02_677_848	00E5_2023-03-10_14-56-04_677_856	00E5_2023-03-10_14-56-06_677_866	00E5_2023-03-10_14-56-08_677_878	00E5_2023-03-10_14-56-10_677_886	00E5_2023-03-10_14-56-12_677_896	00E5_2023-03-10_14-56-45_927_913	00E5_2023-03-10_14-56-48_927_925	00E5_2023-03-10_14-56-50_927_935	00E5_2023-03-10_14-56-52_927_947	00E5_2023-03-10_14-56-54_927_955	00E5_2023-03-10_14-56-56_927_965	00E5_2023-03-10_14-56-58_927_977	00E5_2023-03-10_14-57-00_927_985	00E5_2023-03-10_14-57-02_927_995	00E5_2023-03-10_14-57-04_927_007	00E5_2023-03-10_14-57-06_927_015	00E5_2023-03-10_14-57-08_927_025	00E5_2023-03-10_14-57-10_927_037	00E5_2023-03-10_14-58-30_167_049	00E5_2023-03-10_14-58-34_167_060	00E5_2023-03-10_14-58-37_167_072	00E5_2023-03-10_14-58-39_167_082	00E5_2023-03-10_14-58-42_167_099	00E5_2023-03-10_14-58-45_167_111	00E5_2023-03-10_14-58-47_167_121	00E5_2023-03-10_14-59-29_346_132	00E5_2023-03-10_14-59-32_345_144	00E5_2023-03-10_14-59-34_345_154	00E5_2023-03-10_14-59-36_345_162	00E5_2023-03-10_14-59-39_345_174	00E5_2023-03-10_14-59-41_345_184	00E5_2023-03-10_14-59-43_345_192	00E5_2023-03-10_14-59-46_345_204	00E5_2023-03-10_14-59-48_345_214	00E5_2023-03-10_14-59-50_345_222	00E5_2023-03-10_14-59-53_345_234	00E5_2023-03-10_14-59-55_345_244	00E5_2023-03-10_14-59-57_345_252	00E5_2023-03-10_15-00-00_345_262	00E5_2023-03-10_15-00-36_756_270	00E5_2023-03-10_15-00-39_756_282	00E5_2023-03-10_15-00-42_756_294	00E5_2023-03-10_15-00-44_756_304	00E5_2023-03-10_15-00-47_756_321	00E5_2023-03-10_15-00-50_756_333	00E5_2023-03-10_15-00-52_756_343	00E5_2023-03-10_15-01-24_316_358	00E5_2023-03-10_15-01-52_397_370	00E5_2023-03-10_15-01-55_397_384	00E5_2023-03-10_15-01-58_397_396	00E5_2023-03-10_15-02-01_397_411	00E5_2023-03-10_15-02-04_397_423	00E5_2023-03-10_15-02-06_397_433	00E5_2023-03-10_15-02-09_397_450	00E5_2023-03-10_15-02-12_397_462	00E5_2023-03-10_15-02-15_397_477	00E5_2023-03-10_15-02-18_397_489	00E5_2023-03-10_15-02-20_397_499	00E5_2023-03-10_15-02-50_207_516	00E5_2023-03-10_15-02-53_207_528	00E5_2023-03-10_15-02-56_207_540	00E5_2023-03-10_15-02-58_207_550	00E5_2023-03-10_15-03-01_207_567	00E5_2023-03-10_15-03-04_207_579	00E5_2023-03-10_15-03-06_207_589	00E5_2023-03-10_15-03-09_207_612	00E5_2023-03-10_15-03-13_207_624	00E5_2023-03-10_15-06-33_766_646	00E5_2023-03-10_15-06-38_766_681	00E5_2023-03-10_15-06-46_766_703	00E5_2023-03-10_15-07-16_888_738	00E5_2023-03-10_15-07-25_888_757	00E5_2023-03-10_15-07-30_888_780	00E5_2023-03-10_15-07-56_767_801	00E5_2023-03-10_15-08-01_766_820	00E5_2023-03-10_15-08-06_766_837	00E5_2023-03-10_15-08-11_766_856	00E5_2023-03-10_15-08-41_157_873	00E5_2023-03-10_15-08-46_157_892	00E5_2023-03-10_15-08-51_157_916	00E5_2023-03-10_15-08-56_157_937	00E5_2023-03-10_15-09-22_937_972	00E5_2023-03-10_15-09-31_937_000	00E5_2023-03-10_15-09-38_937_026
922.29397677336	26.4232353563545	26.0937457014974	26.1164691259703	25.9725541043086	25.2466669336465	25.8538873320613	25.8437880322955	25.4764260033169	25.7137595478117	26.073547101966	25.8008660082911	20.0619389164126	24.7783119070105	17.0484193277423	25.6935609482802	26.2679586224564	26.3247671836386	27.3195482105634	26.5570510782505	26.1732776871526	25.6216034374494	25.7844546461718	26.5141290542461	26.2957316968121	25.9119583057142	26.3197175337557	25.5849934757986	26.0962705264389	26.0886960516146	25.1052767369262	25.1393618736355	25.1671349479913	24.4008505782662	24.5876876239323	24.2531483191924	24.1458432591814	24.3049072304917	20.5984642164672	24.8755176672557	24.1647794462422	24.3288930674354	24.0423254365826	24.6104110484052	24.5435031874572	20.5517549550507	20.5454428926971	19.3474134579869	21.5301246198562	20.9140673341464	20.3636554969139	19.3739241198719	19.9255983695752	19.7173003119069	23.7721691678493	23.2419559301482	23.1018281458986	22.3986643997094	23.3328496280398	22.5337425340761	22.1398698432124	22.7205795797422	22.9023669755254	22.7193171672714	22.7130051049179	23.2987644913305	22.2547493780477	8.24882523636775	8.49404885880449	9.08880293407094	9.78896845064224	9.51029089773151	9.45411354278461	9.19642359719954	9.58429982882728	9.32424285985962	9.79291348961323	9.77902695243535	9.91000224627221	9.568835276061	9.6477360554808	9.69365630910312	9.83457310114689	10.094156665438	10.1545946624736	10.2585858897489	10.1250857709706	10.0109952439296	11.7906812245226	11.7343460680168	10.6810206627625	11.6096828365335	11.5975321165029	11.5102678544646	11.3824485918045	10.0870555952902	9.48093980778734	9.31445916321156	9.2432906601749	9.19673920031722	9.01432059829865	9.17543598987388	9.1886913208164	9.07633661092261	9.92688701306805	9.69791695119179	9.64426442118633	7.57879981753481	7.64618108315932	7.85084970497428	8.23525430230754	7.67332295127973	7.96872746942746	7.89108910247838	7.36590788702653	7.15674192078464	1.08519977944508	1.19421652449998	1.07030285042118	0.956986012887908	0.894851649094815	0.955210745350962	1.10772595196944	1.09833675921848	1.06429107289884	0.997067608833166	1.25519150870504	1.35003024556764	1.01399182601871	1.2155833174363	0.988896971254802	0.979192175386166	0.924888713950489
925.57006182464	23.6826036269311	23.2174974468008	23.2413490457818	23.0425857209398	22.4953240332081	22.8941757717245	22.788168665142	22.7126386017021	22.7232393123603	23.005483233636	22.7908188428066	18.1265061531807	21.6459420917166	14.9872008688663	22.6781862920628	23.5434692995417	23.412285505146	23.8363139314756	23.5129922563993	23.2771264442534	22.9604302133385	22.8689990839111	22.8239460636136	23.2148472691362	23.0743878529145	23.2400239569496	22.4688222565625	23.1247412285412	19.4913476504292	22.3230624850117	22.3826914824643	22.2925854418693	21.5598113176184	21.5651116729475	21.619440315071	21.2682917745168	21.6976205561755	20.4785388304779	21.8433803277263	21.312019705982	14.2333951639418	21.1834860892509	21.8036276627579	21.5187335638177	18.1159054425225	18.1092799983611	17.9250926506741	18.9520364956912	18.56776073433	17.9661704044748	17.1419651507966	17.4825129806926	17.3115765213284	20.4467366985031	20.5341925614336	20.0531853153159	16.2144029682005	20.4149345665284	20.0293337163349	19.6397575996446	19.9630792747209	20.4162596553607	18.6260646429503	20.0266835386703	20.7369311527725	19.4502698966285	7.25633960475804	7.46305346259373	7.95913359417859	8.56884009313146	8.33297428098561	8.26804492820388	8.03930146853153	8.36593586568857	8.14365221407359	8.53720359726078	8.56734936819515	8.70184588467158	8.35864787711103	8.4474288288738	8.48370313565747	8.57198717910813	8.82656987100994	8.87808269936483	8.99021834179653	8.86499744714606	8.7899642920182	10.2614754402652	10.2202320503605	9.97923151898958	10.1639157749886	10.1243287461243	10.0714908289371	9.93732558466873	8.81613479645574	8.26042566741827	8.09760537715186	8.08253249168467	8.02174404150382	7.87200900345617	7.96956866873279	8.04012964905171	7.95797414145034	8.69869879869491	8.43152776288644	8.39310018675032	6.57093740626116	6.69533012039145	6.8743827488533	7.21824330082998	6.68506068194128	6.97724276945904	6.96134170347168	6.43393511814384	6.24867113578068	0.937828708039934	1.02766028244583	0.921073449499303	0.816665897938323	0.766353931337688	0.82076539151319	0.950292824868568	0.950872551232691	0.912155111914507	0.85426529355427	1.07079309055404	1.15096096490698	0.860849328689662	1.06126901457203	0.852396579863786	0.838110465890767	0.78968260997353
928.84481113328	17.7186851600664	17.1805724148662	17.7812564095083	17.5726855780353	17.1485915540403	17.166667692768	16.3296034224565	16.7759450018086	16.912211278371	16.958096861295	17.6338663552674	13.4151736706743	16.5075838653134	11.020685202275	17.2153342201117	17.4475430791516	17.2598293308259	17.729808937745	17.490647717656	17.5685141614059	17.0860203045984	17.5156762174327	17.2431436643081	17.4030479684373	17.2806864139732	17.0790679435493	17.1458106096207	17.4336383570534	15.7734145385286	16.5673741703357	16.4297174215635	16.5103648097331	16.1669181739076	16.1224230631933	16.2294894233495	15.6357577897564	16.086270785738	15.6329768453368	16.3393367279252	15.631586373127	15.0614927671009	15.7720240663188	16.6980785580587	16.0487280360729	13.4290783927725	13.3970975319466	13.4290783927725	14.3314948569455	14.1535144140886	13.3720690321699	5.87464287682175	13.0397461740229	12.9354607582865	15.5745770125244	15.2909206817211	15.0364642673241	13.8114582504729	6.38077476119614	14.9613787679938	14.6526939374139	14.8167696581726	15.692767150359	14.5150371886417	13.1565458396478	15.5036629298236	14.2536284131956	5.30386102831	5.41440356899067	5.79730485376979	6.19306800648974	6.03316370236046	6.00257331374443	5.8751712975197	6.07400882352392	5.86578561010341	6.16925616989657	6.24468928727929	6.29822246735736	6.03820416412106	6.16265142689993	6.16317285397861	6.24955594001366	6.42597210163455	6.43935539665406	6.54138129504959	6.4193673586379	6.38756030683828	7.45300963761266	7.35967419052851	7.25695305602808	7.34750755869259	7.33099570120098	7.26303637194604	7.1754366227274	7.00944900268016	5.95703534887283	5.84875232553312	5.81729289178595	5.81920479107445	5.77470968036022	5.79574057253374	5.80095484332057	5.76793112833735	6.29804865833113	6.13658007296581	6.09938494135313	4.79425296341106	4.82154098052878	4.02393135917092	4.976057204845	4.83266475820733	5.11423538069583	5.06939265192915	5.01949754601565	4.54977865263591	0.665445124554767	0.724080965931706	0.654861521236617	0.582885837096718	0.551991282684786	0.588751891731896	0.675395691306289	0.673657601044015	0.648672553523816	0.606697673689882	0.74474549277105	0.802276280452342	0.619863707426612	0.738662176853088	0.594919133316418	0.5865763000575	0.552574909301751
932.11821318	11.9888530490068	11.4735849580133	14.3538014666437	11.7818650124539	11.7304850033805	11.5117529647536	11.6321289860113	11.0728208872406	11.1638369033135	11.6350649865298	12.2163930891891	8.66089646130808	11.3444009352001	7.44222337130297	11.8273730204903	11.8347130217866	12.0064690521177	12.4762291350748	11.6159809831597	11.9095810350078	11.5058809637166	12.038765057821	11.6717649930108	11.7613130088245	11.5792809766787	11.7363570044174	11.9125170355263	12.1899690845228	10.7542648309854	10.8526208483545	11.1036488926847	11.2680649217196	11.4075249463475	10.9113408587241	10.971528869353	10.4239647726562	10.9788688706492	10.8173888421327	11.1931969084983	10.2874407485468	10.2668887449174	11.1491569007211	11.2812769240528	10.886384854317	9.52114461322314	9.19671655593094	9.23048056189348	10.1832127301407	9.54610061763024	9.46095660259428	7.57017226869221	8.74016847530707	8.73576447452935	11.2577889199049	10.2977167503615	10.2933127495838	9.71345264718369	9.61069262903683	10.0554967075868	9.43893659870567	9.87640067595941	6.17704002267275	9.87493267570016	9.47123260440896	10.7865608366887	9.70464464562824	3.46541951292576	3.51936852245285	3.73534806059365	3.971512602299	3.89517658881848	3.89260758836481	3.74819306286201	3.87223908476785	3.72507205877896	3.95297909902609	4.02931511250661	4.03959111432129	4.24070714983727	3.97243010246103	3.97298060255824	4.01133210933091	4.17776663872232	4.12913913013498	4.20712664390714	4.07500662057547	4.09427412397801	4.82607225320952	4.74735073930773	4.62569021782316	4.7245967352895	4.66422522462822	4.69486973003987	4.58587071079125	4.26199315359626	3.80159157229189	3.73021005968631	3.73332956023719	3.73204506001036	3.69497805346453	3.71718155738554	3.70617155544124	3.6580945469511	4.02949861253901	3.9316930952671	3.87590908541595	3.15200145757786	3.09493294749988	3.06208644169936	3.34394249147359	3.0670409425743	3.32467498807105	3.28724098146041	3.08939883717331	2.92379005792772	0.426569437257714	0.456312102672787	0.425346472204427	0.379868679010618	0.36624380160454	0.385236054958467	0.434597563675436	0.435239813788854	0.417119185588851	0.393447681408595	0.468178069605569	0.495886574498737	0.394135806530114	0.466710069346328	0.377338276226445	0.371833275254292	0.351625334185682
935.39025644552	9.57660218004076	9.08754705475181	10.7084154699952	8.88260966891645	8.96800024634785	9.0999675023782	8.44478889008635	8.69164528666077	8.45255166985284	9.34216623109272	9.4539502597302	6.36436391266671	8.44789400199294	5.80422883799318	9.21019897506237	9.16206974051013	9.42755680852413	9.58902262766714	9.12636095358427	9.12946606549087	8.95402724276817	9.32198300369985	9.24125009412834	8.88881989272964	9.11549306191118	9.19777852743599	9.38408524183178	9.48189626688957	8.49447068059189	8.23519383639108	8.24916683997077	8.89813522844943	8.76616797241908	8.68854017475417	8.58451892588319	7.75390149086863	8.31282163405599	8.61712260090245	9.15430696074364	7.97281188028369	7.42010196090951	8.29729607452302	8.88416222486975	8.6621467235481	7.44183774425569	7.48996697880793	7.38594572993695	8.08614846487446	7.52412320978049	7.74148104324225	5.88151901119096	6.64382398426039	6.75095034503797	8.99905136541381	8.15135581491298	7.97902210409688	7.3378164953847	7.81600372900056	7.97902210409687	13.279448128657	7.23069013460713	6.39230991982608	7.56448966456625	7.30521282036544	8.24916683997077	15.0974911499693	2.53615770515659	2.58622763465046	2.72731615690643	2.91769833067963	2.83696542110812	2.84472820087461	2.76535377776224	2.8406527414972	2.71295501433842	2.87364455550479	2.94389771239154	2.94777910227478	2.96136396686614	2.89072267099107	2.90527788305324	2.95981141091284	3.08692692958913	3.04947151721582	3.07605903791605	2.99222101643794	2.98465230616561	3.51756713713523	3.4482843277193	3.34406900935415	3.46963197207715	3.41626286118252	3.42421971044318	3.81895706156925	3.06072754787723	2.76942923713965	2.72537546196481	2.75312739963001	2.75176891317088	2.69859387177041	2.68365052071992	2.724405114494	2.71198466686761	2.96854453815014	2.87907850134133	2.86549363674997	2.35489679760902	2.29803443581947	2.2598027454695	2.47056221612974	2.19168435301854	2.45367817013762	2.42107449511836	2.24878298736064	2.126034032303	0.312136089270914	0.332742265103484	0.312656072457688	0.271478530243917	0.279775001119354	0.283268252014275	0.3433327604575	0.322179185593812	0.31436788845378	0.289332923706846	0.335181841702685	0.356626520807617	0.294427247928606	0.343235725710419	0.275855644627166	0.272653497973488	0.266564567594147
938.66092941056	9.50926788196416	9.10966287753657	9.90887288639176	9.07019571660545	8.80543684535918	8.97481674435524	8.51765546356975	8.51272206845336	8.31867519387536	9.37935514389922	8.78734772993241	6.37327305297887	8.1953403159656	5.72715091005348	17.7644823767235	9.12939645800213	9.08499590195462	9.25602026598947	9.20997524490317	8.85805972660067	8.82023703070834	8.91397153791976	9.06526232148905	8.92877172326892	8.87285991194985	9.25602026598947	9.0389508808683	9.08335143691581	8.39267612062121	7.94044823495212	8.16245101518967	8.82023703070834	10.4860801150094	12.1206783635733	8.39925398077639	8.22987408178033	8.37787593527204	8.67059071217785	8.91397153791976	8.13613957456892	7.5507100207573	3.09256530057948	9.07184018164424	8.42227649131955	7.18892771222203	7.29910686982141	7.30732919501539	3.34252398647657	7.63128880765834	7.44710872331311	5.95064553800812	7.08368194973904	6.66434336484588	8.74952503404009	7.88124749355544	8.05391632262909	6.90114633043261	7.5556434158737	7.93551483983573	8.66565731706146	7.02448120834236	6.99488083764402	7.43724193308033	7.10341553020461	6.23842691979754	8.992905859782	2.43689638854243	2.48623033970633	2.64307119278156	2.81142330112837	2.75551148980929	2.74523358331681	2.69076067890667	2.7224166309035	2.62045979849811	2.78326183733898	2.86137392668182	2.85068490392964	2.82807350964619	2.74955030404365	2.77236725645695	2.86712955431761	2.9980700830318	2.94359717862166	2.96805859607376	2.91625794735166	2.8749407632519	3.37650260008489	3.33271871842692	3.2186339563604	3.31462960300016	3.30990176601362	3.28872927863911	3.3923305760833	2.90371890143084	2.67657716794704	2.61511528712202	2.65191019236509	2.62087091475781	2.60154845055194	2.58202042821623	2.62518763548465	2.62683210052344	2.90598004085918	2.78531741863748	2.74502802518696	2.2523051879375	2.22167702658991	2.22928267739434	2.36371769431598	2.12013131044421	2.34583413701906	2.29650018585516	2.14810629326897	2.05694126268068	0.302563552529529	0.31302609167693	0.297300894743437	0.270599263337918	0.254411560612264	0.27106176913008	0.304156628035864	0.302101046737368	0.289202274089306	0.281185507025172	0.327898592033491	0.333962556864054	0.27640628050617	0.317929022735786	0.259709451747194	0.25169268468306	0.238768217268767
941.93022055584	10.164215731947	9.20555794151806	10.3370884482539	9.72941465759945	9.32255260810957	9.18809605098201	8.92267531483411	8.98029955360306	9.1828574838212	9.46050154334433	9.24048172259015	10.9203155921578	8.39183384253831	5.87999183341866	10.632194398313	9.8237088664941	9.43081632943305	9.83243981176212	9.50066389157724	9.28413644893027	18.1076297367944	9.31207547378794	9.47272486671957	9.83069362270851	9.95991161267526	9.42383157321864	12.1478864968418	9.93197258781758	9.23000458826853	8.56121418073796	8.79694970297458	9.21254269773248	9.44129346375468	10.2340632940912	9.11126373262341	8.30277820080447	9.08856327492655	8.70789406124075	8.93489863820934	8.07751981288948	8.14736737503367	6.77660896795404	9.54257242886375	8.41278811118156	7.22887193283763	7.37729800239403	10.0262667967122	6.35053883887452	8.01291081790611	7.47159221128868	6.51118823180614	7.39999846009088	7.23760287810566	8.50882850912982	8.21546874812424	8.30452438985808	7.23760287810566	8.08974313626471	12.0448613426792	8.73408689704481	7.77717529566949	7.74574389270461	7.9325861214403	7.5152469376288	5.93669203317022	8.42151905644959	2.57012869067905	2.61858543691658	2.76548359105107	2.9285339939314	2.87702141685006	2.85039203378259	2.76504704378767	2.79080333232833	2.78076274527011	2.9300619093533	2.9658587849522	2.98593995906865	2.8912092029106	2.87069148153074	2.87134630242585	2.94839689441615	3.07172149632698	3.03745253614999	3.09878742665785	3.02806676998686	3.01562517297993	3.49320787914079	3.42707096873552	3.31378695388292	3.10533563560887	3.44213184932286	3.42357859062831	3.48644139655807	3.02260992919435	2.77355971542399	2.74365622788101	2.74343795424931	2.7419100388274	2.68996091448267	2.34705303908106	2.71506238212823	2.76002675025855	2.95429028247207	2.86938183974054	2.84231590940967	2.31911401422339	2.32195157143549	2.32609877043781	2.46099187482876	2.24162687496968	2.41057066590593	3.16754362064353	2.24174237984686	2.11940000927868	0.307513776562855	0.323012796428927	0.299930359876591	0.274554458176067	0.256383178336994	0.276027805190046	0.313134322579145	0.314880511632749	0.292343759159665	0.29070670692191	0.327540382271383	0.338890611119813	0.272862837530388	0.32284749918982	0.262469147835979	0.260832095598225	0.246125909662399
945.19811836208	10.2403704768117	9.06325571819177	10.4890566934216	9.78168256617577	9.94931549737205	8.77956921924424	8.76483225825995	8.82562222232014	9.63615507645594	9.4648379050136	10.0616848248772	8.4848299995585	8.80167466072067	5.71378980969852	10.4024770476389	9.54957543067325	9.49983818735128	10.1887911133667	9.87194645220453	9.77615620580666	10.7285323094162	9.60668115448736	9.31194193480161	9.62326023559468	9.52746998919682	9.42615338242984	10.6419526636335	10.0948429870919	9.02272907548498	8.68193685272334	9.06325571819177	8.80535890096674	9.61036539473344	9.8498410107281	9.36167917812359	8.14403777679686	9.00614999437766	9.00246575413159	8.81088526133585	8.00587876756916	8.37798703242242	7.66140230456145	9.78352468629881	8.45904031783599	7.34271552327623	7.23403043601711	8.37061855193027	7.41087396782856	8.13666929630471	7.33350492266105	6.85086945042565	7.39061064647516	7.51771693496464	9.15720384446661	8.21772258171829	8.47746151906636	7.38508428610606	8.21772258171829	9.30641557443251	8.49956696054278	7.85482491748021	8.18640653962668	9.41141642144556	7.84377219674201	7.23955679638622	8.13666929630471	2.52355990803599	2.59540259283439	2.75451571846162	2.93481322550376	2.84316774938272	2.8523783499979	2.77892381009184	2.79780554135296	2.82037151286015	2.94471462116507	2.99905716479463	2.97879384344124	2.86227974565922	2.88208253698185	2.91178672396581	2.93089872024231	3.10244615670002	3.0331363870708	3.0936960861156	3.01909022113265	3.02254419636334	3.51807450946	3.42758035841586	3.36609959930954	3.33685594235634	3.49320588779902	3.47363336149176	3.40731703706247	3.0589260687933	2.75889075375383	2.73148921692367	2.72711418163146	2.81668727261408	2.72458126646228	2.51619142754385	2.71790358101628	2.80264110667593	2.95783972704171	2.87655617661275	2.84385854442886	2.30434761339472	2.31977536942514	2.43191443191495	2.49132280588286	2.26819600598014	2.46714497926802	2.60254080831116	2.23635799325602	2.13630784407364	0.308375865436538	0.319844972928154	0.299121121543999	0.27153346297582	0.258581055860724	0.282413484952501	0.310160419305729	0.302676806305896	0.29858960228291	0.281319726129448	0.322249332613152	0.339404076258924	0.282183219937121	0.343203449012686	0.262192369702514	0.257874900664149	0.245469372960578
948.46461131	10.1888374586262	9.09002617211519	10.9039368673079	9.9504709890656	10.4058866016407	8.72181780450128	8.77608009025491	8.94468076384655	9.69272513173586	9.75667711137406	10.2450376831567	8.0280357223656	9.51249682548273	6.09866394178285	10.673322152855	9.60164200922084	10.3865072138715	10.6578186426397	9.87101549921207	9.80512558079695	10.2489135607106	9.97566419316549	9.73535978482799	9.99310564215773	9.47373804994443	9.78574619302779	10.9601370918385	10.628749560986	18.0122963010334	8.75863864126267	9.47373804994443	9.23730951916076	10.0144229687038	9.84776023388909	9.57838674389786	8.54158949824816	15.3786375032054	9.37490317232175	9.24312333549151	8.36136119199503	8.54352743702507	8.62685880443243	10.0221747238115	8.87297702910068	7.80323482424341	7.65401353842093	8.95437045773112	8.25865043681852	8.15012586531126	8.00284251826569	7.25092227282255	7.67920674252083	8.02222190603485	11.6306639086512	8.30516096746448	8.89235641686983	8.16175349797275	8.30516096746448	9.03188800880774	8.18307082451882	8.55127919213273	8.37686470221035	10.3632519485486	8.29547127357991	7.93889053862748	8.56872064112497	2.63157617375867	2.70715578605837	2.86146416117025	3.0555002812089	2.96780855155348	2.94697570970164	2.88714184996438	2.98549224289283	2.89150221221244	3.078997788879	3.09692372256546	3.07996675826745	2.94867140613144	2.98694569697552	3.00947423525716	3.07754433479631	3.27109597014073	3.12405486544228	3.16596279149307	3.92466582265542	3.09983063073083	3.73014521792255	3.57825926628181	3.50485983510614	3.52641940399932	3.58625326373658	3.52205904175126	3.48717614376679	3.15990673281521	2.86170640351736	2.80671739072239	2.80211478612722	2.83966234992995	2.86049519178179	2.65870731663548	2.77934400549846	2.87720991373269	3.0622830669281	2.97241115614865	2.95545419185064	2.43584435729022	2.3648673495857	2.51772227061489	2.62382441865101	2.3498483240646	2.53734390073116	2.62309769160966	2.32185011695245	2.22313636050332	0.324673478157422	0.340293305541192	0.320126630143917	0.284824612057101	0.279919204528034	0.293000291272212	0.330911218595619	0.319768070628356	0.31437817840506	0.301660455181553	0.347989304067185	0.35513545330706	0.297118411173157	0.347141455852285	0.264925655295219	0.272374607468987	0.259323801018198
951.72968788032	10.5149363929074	9.87336991136926	11.449790408863	10.1177761900505	10.4131004434569	9.33974953624864	9.58008237695182	9.46398939457825	10.2501629243361	10.2807137091713	10.6839840689952	7.65741965132636	9.76746052394074	6.51484751110309	10.9874551983577	10.227759015457	10.8693254969952	10.7145348538304	10.4742020131272	9.92836132407253	10.834701274182	10.3642191877207	10.4782754511052	9.9426183569956	9.65340426055618	10.641212970226	11.1422458415225	11.1239153706214	11.8815748345331	9.08515966262239	9.76338708596272	10.028160554534	10.4049535675009	10.7797098614787	9.83670896956708	9.00369090306198	11.3866521202037	10.1361066609516	10.1442535369076	8.66763226987533	8.63911820402919	8.91000182956753	10.2664566762482	0	8.70429321167751	8.65744867493028	9.14422451330367	8.66966898886434	8.44562990007324	8.69410961673246	12.4131584906647	8.17067283655688	8.01791891238113	10.7837832994567	8.79187212820494	9.59230269088588	8.27454550499639	14.3276743403342	9.3723370400728	8.62689789009513	9.01387449800704	8.64726507998523	9.59841284785291	8.37841817343591	8.2969494138755	8.99554402710595	2.79250937827217	2.89485450746993	3.05244563924458	3.28386783437084	3.15962797604123	3.17439418871155	3.07026693039841	3.19196088999176	3.1069278722006	3.24898902168404	3.28615914323348	3.26833785207964	3.20825464190384	3.13849701653025	3.18050434567858	3.27037457106865	3.40963523194221	3.33758629770598	3.36329987494223	3.56035243712895	3.2708837508159	3.86458733611232	3.83785539938156	3.76987990312335	3.77879054870027	3.81417854113432	3.75129484234864	3.79253840187609	2.04630645867363	3.01145666959075	3.00407356325559	3.04047991518414	3.00661946199185	2.99185324932153	2.79352773776668	2.99363537843691	3.06899398103028	3.30474420400819	3.22403921406867	3.19705268746429	2.61887908445907	2.57636257556349	3.30983600148072	2.82102344411831	2.50100397297012	2.68430868198102	2.75152040861835	2.17207725782142	2.37078465418671	0.348388046356376	0.360959271760777	0.339764664781391	0.308799321007494	0.297915603909971	0.311663457085789	0.333176301407208	0.342086946984127	0.338713631158578	0.313891118480018	0.36258143181104	0.383839686258832	0.314845830506117	0.368564293841257	0.297216332151604	0.290724290374134	0.273571297638566
